modo_envio,segmento,pais,cidade,estado,cep,regiao,categoria,subcategoria,vendas,quantidade,desconto,lucro,margem
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Tecnologia,Acessórios,291.96,4,0.0,102.186,0.35000000000000003
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Material de Escritório,Arte,6.408,3,0.2,0.6408,0.1
Standard Class,Home Office,United States,Chicago,Illinois,60623,Central,Tecnologia,Acessórios,408.744,7,0.2,76.6395,0.18749999999999997
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Material de Escritório,Fichários,5.104,4,0.8,-8.6768,-1.7
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Material de Escritório,Fixadores,2.896,2,0.2,0.4706,0.1625
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Tecnologia,Acessórios,35.016,3,0.2,-2.1885,-0.0625
Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Material de Escritório,Armazenamento,275.97,3,0.0,11.0388,0.039999999999999994
Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Tecnologia,Celulares,1394.95,5,0.0,362.687,0.26
Second Class,Corporate,United States,Montgomery,Alabama,36116,South,Móveis,Cadeiras,545.88,6,0.0,70.9644,0.13
Standard Class,Consumer,United States,Salem,Oregon,97301,West,Material de Escritório,Arte,5.248,2,0.2,0.5904,0.1125
Same Day,Consumer,United States,Glendale,Arizona,85301,West,Móveis,Cadeiras,933.536,4,0.2,105.0228,0.11250000000000002
Same Day,Consumer,United States,Glendale,Arizona,85301,West,Material de Escritório,Armazenamento,42.976,4,0.2,4.2976,0.1
Second Class,Corporate,United States,Columbus,Georgia,31907,South,Material de Escritório,Fichários,3.76,2,0.0,1.8048,0.48000000000000004
Standard Class,Consumer,United States,Oklahoma City,Oklahoma,73120,Central,Tecnologia,Celulares,479.96,4,0.0,134.3888,0.28
Second Class,Corporate,United States,Brentwood,California,94513,West,Material de Escritório,Eletrodomésticos,320.88,6,0.0,93.0552,0.29
Second Class,Corporate,United States,Brentwood,California,94513,West,Móveis,Decoração,23.88,3,0.0,10.5072,0.44
Second Class,Corporate,United States,Brentwood,California,94513,West,Material de Escritório,Papel,26.76,4,0.0,12.3096,0.45999999999999996
First Class,Consumer,United States,Columbus,Ohio,43229,East,Tecnologia,Copiadoras,1439.976,4,0.4,191.9968,0.13333333333333333
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Material de Escritório,Fichários,17.22,3,0.0,7.9212,0.46
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Móveis,Mesas,1024.38,7,0.0,215.1198,0.20999999999999996
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Material de Escritório,Envelopes,26.22,3,0.0,12.3234,0.47
Standard Class,Consumer,United States,Springfield,Missouri,65807,Central,Material de Escritório,Papel,17.34,3,0.0,8.4966,0.49000000000000005
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Material de Escritório,Fichários,4.956,4,0.7,-3.7996,-0.7666666666666666
Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Material de Escritório,Etiquetas,71.04,6,0.2,26.64,0.375
Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Material de Escritório,Arte,5.344,2,0.2,0.7348,0.13749999999999998
Standard Class,Home Office,United States,Springfield,Oregon,97477,West,Material de Escritório,Fixadores,11.304,3,0.2,-2.1195,-0.1875
Second Class,Consumer,United States,Houston,Texas,77036,Central,Material de Escritório,Eletrodomésticos,294.62,5,0.8,-766.012,-2.5999999999999996
Second Class,Consumer,United States,Houston,Texas,77036,Central,Móveis,Decoração,8.752,4,0.6,-3.7196,-0.42499999999999993
First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Material de Escritório,Etiquetas,15.0,4,0.0,7.2,0.48000000000000004
First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Tecnologia,Celulares,161.61,1,0.0,42.0186,0.25999999999999995
First Class,Corporate,United States,Chesapeake,Virginia,23320,South,Tecnologia,Celulares,144.95,5,0.0,42.0355,0.29000000000000004
Standard Class,Consumer,United States,Pasadena,California,91104,West,Tecnologia,Acessórios,199.95,5,0.0,21.9945,0.11
Standard Class,Consumer,United States,Pasadena,California,91104,West,Material de Escritório,Arte,41.86,7,0.0,14.2324,0.34
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Material de Escritório,Armazenamento,95.94,3,0.0,9.594,0.09999999999999999
Second Class,Consumer,United States,Louisville,Kentucky,40214,South,Móveis,Cadeiras,304.45,5,0.0,76.1125,0.25
Standard Class,Home Office,United States,Lubbock,Texas,79424,Central,Material de Escritório,Fichários,11.364,3,0.8,-17.046,-1.4999999999999998
Standard Class,Corporate,United States,Columbia,Missouri,65203,Central,Material de Escritório,Arte,29.68,7,0.0,11.5752,0.39
Standard Class,Corporate,United States,Columbia,Missouri,65203,Central,Tecnologia,Acessórios,47.53,7,0.0,16.1602,0.33999999999999997
First Class,Consumer,United States,Chicago,Illinois,60623,Central,Móveis,Estantes,183.372,2,0.3,-36.6744,-0.19999999999999998
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Material de Escritório,Arte,4.224,3,0.2,0.4752,0.1125
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Material de Escritório,Eletrodomésticos,333.056,2,0.2,29.1424,0.0875
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Material de Escritório,Papel,24.896,4,0.2,7.78,0.3125
Same Day,Consumer,United States,Houston,Texas,77041,Central,Tecnologia,Acessórios,159.984,2,0.2,35.9964,0.225
Same Day,Consumer,United States,Houston,Texas,77041,Central,Material de Escritório,Armazenamento,46.344,3,0.2,4.6344,0.1
Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Móveis,Cadeiras,350.98,1,0.0,84.2352,0.24
Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Material de Escritório,Papel,13.08,2,0.0,6.0168,0.45999999999999996
Standard Class,Consumer,United States,Auburn,Alabama,36830,South,Material de Escritório,Armazenamento,900.08,4,0.0,117.0104,0.13
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Material de Escritório,Fichários,17.568,2,0.2,6.3684,0.3625
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Material de Escritório,Etiquetas,14.62,2,0.0,6.8714,0.47000000000000003
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Material de Escritório,Suprimentos,33.36,4,0.0,8.6736,0.26
Standard Class,Consumer,United States,San Bernardino,California,92404,West,Material de Escritório,Papel,40.14,6,0.0,19.6686,0.49000000000000005
First Class,Home Office,United States,Providence,Rhode Island,2908,East,Material de Escritório,Armazenamento,1606.23,9,0.0,481.869,0.3
First Class,Home Office,United States,Providence,Rhode Island,2908,East,Material de Escritório,Papel,17.04,3,0.0,7.668,0.45
First Class,Home Office,United States,Providence,Rhode Island,2908,East,Material de Escritório,Fichários,49.53,3,0.0,23.7744,0.48
First Class,Home Office,United States,Providence,Rhode Island,2908,East,Móveis,Cadeiras,872.32,4,0.0,244.2496,0.27999999999999997
Second Class,Consumer,United States,Fresno,California,93727,West,Material de Escritório,Fichários,239.12,5,0.2,77.714,0.325
First Class,Consumer,United States,Seattle,Washington,98103,West,Móveis,Estantes,141.96,2,0.0,39.7488,0.28
Second Class,Home Office,United States,Lancaster,California,93534,West,Material de Escritório,Fichários,33.024,2,0.2,11.5584,0.35000000000000003
Second Class,Home Office,United States,Lancaster,California,93534,West,Material de Escritório,Fichários,67.136,4,0.2,23.4976,0.35
Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Material de Escritório,Fichários,14.73,3,0.0,6.9231,0.47
Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Material de Escritório,Armazenamento,104.9,5,0.0,25.176,0.23999999999999996
Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Material de Escritório,Fichários,61.04,4,0.0,30.52,0.5
Standard Class,Corporate,United States,Leominster,Massachusetts,1453,East,Material de Escritório,Papel,10.95,3,0.0,5.1465,0.47
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Material de Escritório,Papel,9.392,2,0.2,3.2872,0.35000000000000003
Standard Class,Corporate,United States,Fort Worth,Texas,76106,Central,Material de Escritório,Arte,9.328,1,0.2,0.8162,0.08750000000000001
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Material de Escritório,Fichários,8.26,2,0.0,3.8822,0.47000000000000003
Standard Class,Consumer,United States,Rochester,Minnesota,55901,Central,Móveis,Cadeiras,269.97,3,0.0,51.2943,0.18999999999999997
Standard Class,Home Office,United States,Bozeman,Montana,59715,West,Material de Escritório,Papel,29.04,3,0.0,13.9392,0.48
Standard Class,Home Office,United States,Bozeman,Montana,59715,West,Material de Escritório,Etiquetas,14.62,2,0.0,6.8714,0.47000000000000003
Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Material de Escritório,Papel,11.952,3,0.2,4.3326,0.36250000000000004
Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Material de Escritório,Fichários,4.536,7,0.7,-3.3264,-0.7333333333333334
Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Material de Escritório,Fichários,9.156,2,0.7,-6.104,-0.6666666666666666
Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Móveis,Decoração,75.36,5,0.2,20.724,0.275
Standard Class,Corporate,United States,San Diego,California,92105,West,Material de Escritório,Fichários,57.504,6,0.2,20.1264,0.35000000000000003
Standard Class,Corporate,United States,Lakewood,Ohio,44107,East,Material de Escritório,Arte,38.864,7,0.2,7.7728,0.2
Standard Class,Corporate,United States,Houston,Texas,77095,Central,Material de Escritório,Papel,15.552,3,0.2,5.4432,0.35000000000000003
Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Material de Escritório,Eletrodomésticos,162.64,2,0.0,45.5392,0.28
Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Tecnologia,Celulares,597.0,3,0.0,280.59,0.47
Standard Class,Corporate,United States,Perth Amboy,New Jersey,8861,East,Material de Escritório,Papel,55.48,1,0.0,26.6304,0.48000000000000004
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Móveis,Decoração,289.8,7,0.2,36.225,0.125
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Material de Escritório,Fichários,2.502,3,0.7,-2.0016,-0.8
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Material de Escritório,Fichários,6.48,4,0.7,-4.752,-0.7333333333333333
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Móveis,Cadeiras,341.488,8,0.3,-73.176,-0.2142857142857143
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Material de Escritório,Arte,11.12,5,0.2,0.834,0.075
First Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Móveis,Decoração,25.344,6,0.2,3.4848,0.13749999999999998
Standard Class,Consumer,United States,Richmond,Indiana,47374,Central,Móveis,Decoração,17.31,3,0.0,5.193,0.3
First Class,Consumer,United States,Detroit,Michigan,48227,Central,Tecnologia,Acessórios,199.95,5,0.0,63.984,0.32
First Class,Consumer,United States,Detroit,Michigan,48227,Central,Móveis,Cadeiras,1586.69,7,0.0,412.5394,0.26
First Class,Consumer,United States,Detroit,Michigan,48227,Central,Tecnologia,Acessórios,84.99,1,0.0,30.5964,0.36
First Class,Consumer,United States,Detroit,Michigan,48227,Central,Móveis,Mesas,411.8,2,0.0,70.006,0.16999999999999998
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Material de Escritório,Fixadores,11.34,3,0.0,5.2164,0.46
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Material de Escritório,Armazenamento,80.3,5,0.0,20.878,0.26
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Material de Escritório,Fichários,15.968,2,0.2,5.3892,0.33749999999999997
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Material de Escritório,Papel,64.74,13,0.0,30.4278,0.4700000000000001
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Material de Escritório,Fichários,19.296,3,0.2,6.03,0.3125
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Material de Escritório,Armazenamento,405.64,4,0.0,12.1692,0.030000000000000002
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Móveis,Cadeiras,146.352,3,0.2,-9.147,-0.0625
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Tecnologia,Acessórios,251.91,9,0.0,47.8629,0.19
Standard Class,Corporate,United States,Los Angeles,California,90049,West,Material de Escritório,Arte,12.39,3,0.0,3.717,0.3
Standard Class,Consumer,United States,Pomona,California,91767,West,Tecnologia,Acessórios,199.96,4,0.0,69.986,0.35000000000000003
Standard Class,Consumer,United States,Pomona,California,91767,West,Móveis,Mesas,710.832,3,0.2,-97.7394,-0.1375
Second Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Material de Escritório,Fichários,1.941,1,0.7,-1.294,-0.6666666666666666
Standard Class,Consumer,United States,Ontario,California,91761,West,Móveis,Cadeiras,283.92,5,0.2,-46.137,-0.1625
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Material de Escritório,Fichários,7.312,2,0.2,2.5592,0.35000000000000003
Second Class,Home Office,United States,Brentwood,California,94513,West,Tecnologia,Acessórios,59.97,3,0.0,13.7931,0.23
Second Class,Home Office,United States,Brentwood,California,94513,West,Tecnologia,Celulares,761.544,7,0.2,66.6351,0.0875
Standard Class,Consumer,United States,San Francisco,California,94122,West,Móveis,Decoração,58.2,3,0.0,28.518,0.49
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Material de Escritório,Papel,39.9,5,0.0,19.95,0.5
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Material de Escritório,Eletrodomésticos,90.86,7,0.0,26.3494,0.29
First Class,Consumer,United States,Baltimore,Maryland,21215,East,Material de Escritório,Papel,94.85,5,0.0,45.528,0.48000000000000004
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Material de Escritório,Papel,106.232,7,0.2,37.1812,0.35
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Tecnologia,Celulares,111.984,2,0.2,11.1984,0.1
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Móveis,Decoração,7.712,2,0.2,1.7352,0.225
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Material de Escritório,Papel,37.44,6,0.0,16.848,0.45
Standard Class,Home Office,United States,Houston,Texas,77036,Central,Material de Escritório,Etiquetas,23.68,2,0.2,8.88,0.37500000000000006
Standard Class,Consumer,United States,New York City,New York,10009,East,Material de Escritório,Etiquetas,122.12,4,0.0,56.1752,0.45999999999999996
Standard Class,Consumer,United States,New York City,New York,10009,East,Material de Escritório,Etiquetas,18.45,5,0.0,8.6715,0.47000000000000003
Standard Class,Consumer,United States,New York City,New York,10009,East,Material de Escritório,Armazenamento,324.9,5,0.0,38.988,0.12000000000000001
Standard Class,Consumer,United States,New York City,New York,10009,East,Material de Escritório,Papel,146.73,3,0.0,68.9631,0.47000000000000003
Standard Class,Consumer,United States,New York City,New York,10009,East,Material de Escritório,Fixadores,3.96,2,0.0,1.4652,0.37
Standard Class,Corporate,United States,Rancho Cucamonga,California,91730,West,Material de Escritório,Etiquetas,5.76,2,0.0,2.6496,0.46
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Material de Escritório,Fichários,26.55,3,0.0,13.0095,0.48999999999999994
Standard Class,Consumer,United States,Wilmington,Delaware,19805,East,Móveis,Mesas,310.443,3,0.3,-48.7839,-0.15714285714285717
Standard Class,Home Office,United States,Moorhead,Minnesota,56560,Central,Móveis,Cadeiras,479.9,5,0.0,81.583,0.17
Second Class,Consumer,United States,Farmington,New Mexico,87401,West,Material de Escritório,Suprimentos,12.88,1,0.0,0.3864,0.03
